Date;Day;Session;Video #;Videolink;Videolength;Timestamp;Timelink;Player Level;Stronghold Level;Tag;Action;Info;Shortage1;Shortage2;Shortage3;Ended1;Ended2;Limits;New expirience;Offer Time;Team Power;Name;Level;Rarity;Stage2;Provimce;Stage;Result;Gems;Gems+;Gems-;Gems Balance
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:35:46;0:35:46;9;5;Base;Start;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:35:48;0:35:48;9;5;Summon;Start;Зашла просто чтобы глянуть список призывов;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:35:54;0:35:54;9;5;Base;Start;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:35:58;0:35:58;9;5;Watchtower;Start;Листала список, но не смотрела информацию о врагах;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:36:05;0:36:05;9;5;Base;Start;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:36:12;0:36:12;9;5;Raid;Ranking Top 100 Start;Правила записи;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:37:55;0:37:55;9;5;Base;Start;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:38:01;0:38:01;9;5;Inventory;Start;Правила записи;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:38:31;0:38:31;9;5;Hero;Start;;Food;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:38:37;0:38:37;9;5;Base;Start;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:38:44;0:38:44;9;5;Craft;Finish;;;;;;;;;;;Minor Mana Potion;;;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:38:45;0:38:45;9;5;Base;Start;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:38:58;0:38:58;9;5;Gathering;Food;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:38:59;0:38:59;9;5;Base;Start;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:39:03;0:39:03;9;5;Campaign;Map;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:39:13;0:39:13;9;5;Alliance;Titan Start;не заметила что закончилась энергия;;;;Energy;;;;;;;;;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:39:16;0:39:16;9;5;Campaign;Map;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:39:28;0:39:28;9;5;Base;Start;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:39:30;0:39:30;9;5;Train;Finish;;;;;;;;;;;Common;;;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:39:31;0:39:31;9;5;Train;New Hero;;;;;;;;;;;Aife;1;1;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:39:33;0:39:33;9;5;Craft;Finish;;;;;;;;;;;Minor Mana Potion;;;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:39:37;0:39:37;9;5;Hero;Start;Правила записи;blank;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;18;18,0;https://youtu.be/j3cIYqD2RdY?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:39:46;0:39:40;0:39:40;9;5;Base;Start;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:00:01;0:00:01;9;5;Idle;Start;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:00:09;0:00:09;9;5;Building;Finish;;;;;;;;;;;Forge;5;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:00:09;0:00:09;9;5;Base;Start;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:00:13;0:00:13;9;5;Player;Profile Start;Правила записи;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:00:16;0:00:16;9;5;Raid;Enemy Raid;смотрела информацию о враге;;;;;;;;;1197;;;;;;;Defeat;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:00:24;0:00:24;9;5;Offers;It's Raining Loot Tickets $9.99;Pop-up. Смотрела состав предложения;;;;;;;;21h 53m;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:00:45;0:00:45;9;5;Base;Start;То ли о чем-то думала, то ли на что-то отвлеклась;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:00:55;0:00:55;9;5;Shop;Start;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:00:57;0:00:57;9;5;VIP;Start;Правила записи;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:00:59;0:00:59;9;5;Shop;Start;Правила записи;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:02:13;0:02:13;9;5;Raid;Ranking Top 100 Start;Правила записи;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:03:53;0:03:53;9;5;Base;Start;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:03:57;0:03:57;9;5;Watchtower;Start;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:04:00;0:04:00;9;5;Gathering;Food and Iron;Награда Watchtower;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:04:02;0:04:02;9;5;Watchtower;Start;Немного пролистала список боев и вышла;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:04:05;0:04:05;9;5;Base;Start;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:04:11;0:04:11;9;5;Gathering;Iron;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:04:13;0:04:13;9;5;Gathering;Food;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:04:17;0:04:17;9;5;Craft;Finish;;;;;;;;;;;Minor Mana Potion;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:04:20;0:04:20;9;5;Gathering;Iron;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:04:21;0:04:21;9;5;Gathering;Food;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:04:22;0:04:22;9;5;Base;Start;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:04:29;0:04:29;9;5;Building;Start;;;;;;;;;;;Farm;4;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:04:30;0:04:30;9;5;Gathering;Food;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:04:33;0:04:33;9;5;Inventory;Start;Правила записи;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:04:50;0:04:50;9;5;Base;Start;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:04:54;0:04:54;9;5;Missions;Start;;;;;;;;;;;;;;;;;;;0;0;173
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:04:55;0:04:55;9;5;Missions;Reward;;;;;;;;;;;;;;;;;;3;3;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:04:57;0:04:57;9;5;Missions;Start;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:04:59;0:04:59;9;5;Hero;Start;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:05:08;0:05:08;9;5;Hero;Ascend;Дали 9 силы;;;;Food;;;;;1206;Sha Ji;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:05:19;0:05:19;9;5;Hero;Start;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:05:35;0:05:35;9;5;Alliance;Start;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:05:38;0:05:38;9;5;Player;Chat Start;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:05:42;0:05:42;9;5;Alliance;Start;Просмотрела первые 2 вкладки;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:05:46;0:05:46;9;5;Base;Start;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:05:51;0:05:51;9;5;Summon;Start;Просматривала героев в Daily Summon. Может, из интереса, а может надеялась, что выпадут);;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:09:33;0:09:33;9;5;Summon;Free Daily Summon;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:09:35;0:09:35;9;5;Summon;New Troops;;;;;;;;;;;Devout Fighters;1;1;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:09:40;0:09:40;9;5;Summon;Start;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:09:47;0:09:47;9;5;Base;Start;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:09:54;0:09:54;9;5;Hero;Start;;Food;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:09:59;0:09:59;9;5;Inventory;Start;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:10:08;0:10:08;9;5;Base;Start;Перед заходом в следующее здание щелкала по трен. лагерю и шахте. Наверно, решала, на что лучше потратить ресурсы;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:10:18;0:10:18;9;5;Train;Start;Смотрела тренировки, но так и не запустила;Food;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:10:34;0:10:34;9;5;Base;Start;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:10:42;0:10:42;9;5;Raid;Start;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:10:43;0:10:43;9;5;Raid;Enemy Search;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:10:46;0:10:46;9;5;Raid;Reroll;x4;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:11:06;0:11:06;9;5;Raid;Start Battle;;;;;;;;;;1206;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:12:05;0:12:05;9;5;Raid;Finish Battle;;;;;;;;;;1206;;;;;;;Defeat;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:12:14;0:12:14;9;5;Raid;Start;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:12:15;0:12:15;9;5;Raid;Enemy Search;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:12:17;0:12:17;9;5;Raid;Reroll;x2. закончилась еда;;;;Food;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:12:28;0:12:28;9;5;Raid;Start;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:12:30;0:12:30;9;5;Base;Start;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:12:37;0:12:37;9;5;Craft;Start;из-за нехватки еды не смогла запустить крафт;Food;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:12:42;0:12:42;9;5;Campaign;Map;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:12:50;0:12:50;9;5;Campaign;Start Battle;;;;;;;;;;;;;;9-7;9;7;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:18:25;0:18:25;9;5;Campaign;Finish Battle;;;;;;;;;;;;;;9-7;9;7;Victory;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:18:30;0:18:30;9;5;Campaign;New Troops;;;;;;;;;;;Devout Fighters;1;1;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:18:34;0:18:34;9;5;Campaign;Pop-up;достигнут лимит по рекрутам;;;;;;Recruits;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:18:36;0:18:36;9;5;Campaign;Map;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:18:39;0:18:39;9;5;Campaign;Edit Team Start;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:18:54;0:18:54;9;5;Campaign;Edit Team Finish;;;;;;;;;;1216;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:18:57;0:18:57;9;5;Campaign;Edit Battle Items Start;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:19:04;0:19:04;9;5;Campaign;Edit Battle Items Finish;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:19:05;0:19:05;9;5;Campaign;Start Battle;;;;;;;;;;;;;;9-8;9;8;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:22:32;0:22:32;9;5;Campaign;Finish Battle;;;;;;;;;;;;;;9-8;9;8;Victory;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:22:42;0:22:42;9;5;Campaign;Pop-up;достигнут лимит по рекрутам;;;;;;Recruits;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:22:48;0:22:48;9;5;Campaign;Map;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:22:53;0:22:53;9;5;Campaign;Start Battle;;;;;;;;;;;;;;9-9;9;9;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:24:29;0:24:29;9;5;Building;Finish;;;;;;;;;;;Farm;5;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:25:55;0:25:55;9;5;Campaign;Finish Battle;В конце прямо целая куча комбо была, что позволило победить. Бог рандома явно был на ее стороне);;;;;;;;;;;;;9-9;9;9;Victory;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:26:02;0:26:02;9;5;Campaign;Pop-up;достигнут лимит по рекрутам;;;;;;Recruits;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:26:04;0:26:04;9;5;Campaign;Map;;;;;;;;;;;;;;;;;;;0;0;176
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:26:05;0:26:05;9;5;Missions;Reward;Box;;;;;;;;;;;;;;;;;5;5;0;181
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:26:24;0:26:24;9;5;Raid;Start Battle;Outpost Campaign;;;;;;;;;1216;;;;9-10;9;10;;;0;0;181
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:27:56;0:27:56;9;5;Raid;Finish Battle;Победила почти  с 1 очком здоровья;;;;;;;;;1216;;;;9-10;9;10;Victory;;0;0;181
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:28:08;0:28:08;9;5;Campaign;Dialog Start;;;;;;;;;;;;;;;;;;;0;0;181
20.10.2020;7;19;19,0;https://youtu.be/tVKbNSKaN_o?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:56:23;0:28:20;0:28:20;9;5;Campaign;Pop-up;достигнут лимит по рекрутам;;;;;;Recruits;;;;;;;;;;;;0;0;181
