Date;Day;Session;Video #;Videolink;Videolength;Timestamp;Timelink;Player Level;Stronghold Level;Tag;Action;Info;Shortage1;Shortage2;Shortage3;Ended1;Ended2;Limits;New expirience;Offer Time;Team Power;Name;Level;Rarity;Stage2;Provimce;Stage;Result;Gems;Gems+;Gems-;Gems Balance
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:14:18;0:14:18;6;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;97
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:14:26;0:14:26;6;4;Alliance;Start;Хотела атаковать титана, но он уже убит;;;;;;;;;;;;;;;;;;0;0;97
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:14:37;0:14:37;6;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;97
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:14:39;0:14:39;6;4;Campaign;Map;;;;;;;;;;;;;;;;;;;0;0;97
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:14:51;0:14:51;6;4;Campaign;Start Battle;;;;;;;;;;;;;;7-4;7;4;;;0;0;97
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:18:53;0:18:53;6;4;Campaign;Finish Battle;;;;;;;;;;;;;;7-4;7;4;Victory;;0;0;97
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:18:58;0:18:58;6;4;Campaign;New Hero;;;;;;;;;;;Kenjiro;1;1;;;;;;0;0;97
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:18:58;0:18:58;6;4;Campaign;New Troops;;;;;;;;;;;Village Fighters;1;2;;;;;;0;0;97
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:19:07;0:19:07;7;4;Player;Level Up;;;;;;;;;;;;;;;;;;10;10;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:19:11;0:19:11;7;4;Campaign;Pop-up;достигнут лимит по рекрутам;;;;;;Recruits;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:19:12;0:19:12;7;4;Campaign;Map;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:19:14;0:19:14;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:19:15;0:19:15;7;4;VIP;Pop-up;Invite your friends for VIP;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:19:20;0:19:20;7;4;Mail;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:19:23;0:19:23;7;4;Tutorial;VIP for inviting friends;за приглашение друзей дадут вип на несколько дней;;;;;;;1;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:19:33;0:19:33;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:19:36;0:19:36;7;4;Mail;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:19:39;0:19:39;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:19:40;0:19:40;7;4;Summon;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:19:44;0:19:44;7;4;Summon;Free Daily Summon;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:19:53;0:19:53;7;4;Summon;New Hero;;;;;;;;;;;Flether;1;1;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:19:54;0:19:54;7;4;Summon;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:19:56;0:19:56;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:19:59;0:19:59;7;4;Hero;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:20:09;0:20:09;7;4;Hero;Level Up;;;;;;;;;;1114;Needler;4;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:20:29;0:20:29;7;4;Hero;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:20:33;0:20:33;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:20:41;0:20:41;7;4;Alliance;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:20:44;0:20:44;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:20:50;0:20:50;7;4;Missions;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:20:52;0:20:52;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:20:54;0:20:54;7;4;Hero;Start;;Heroes;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:21:08;0:21:08;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:21:12;0:21:12;7;4;Campaign;Map;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:21:17;0:21:17;7;4;Campaign;Edit Troops Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:21:35;0:21:35;7;4;Campaign;Edit Troops Finish;;;;;;;;;;1114;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:21:42;0:21:42;7;4;Campaign;Map;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:21:44;0:21:44;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:21:48;0:21:48;7;4;Craft;Start;;;;;;;;;;;Minor Healing Potion;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:21:57;0:21:57;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:21:59;0:21:59;7;4;Campaign;Map;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:22:04;0:22:04;7;4;Campaign;Start Battle;;;;;;;;;;;;;;7-5;7;5;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:26:06;0:26:06;7;4;Campaign;Finish Battle;;;;;;;;;;;;;;7-5;7;5;Defeat;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:26:14;0:26:14;7;4;Campaign;Pop-up;Советы по усилению отряда;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:26:14;0:26:14;7;4;Campaign;Map;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:26:17;0:26:17;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:26:18;0:26:18;7;4;Craft;Finish;;;;;;;;;;;Minor Healing Potion;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:26:22;0:26:22;7;4;Craft;Start;;;;;;;;;;;Minor Mana Potion;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:26:45;0:26:45;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:26:53;0:26:53;7;4;Hero;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:27:04;0:27:04;7;4;Hero;Level Up;"Тут Света ""лоханулась""(цитата) и пожертвовала героя с 3 звездами";;;;Heroes;;;;;1121;Bane;17;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:27:49;0:27:49;7;4;Hero;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:27:56;0:27:56;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:27:57;0:27:57;7;4;Craft;Finish;;;;;;;;;;;Minor Healing Potion;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:27:58;0:27:58;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:27:59;0:27:59;7;4;Missions;Start;;;;;;;;;;;;;;;;;;;0;0;107
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:28:00;0:28:00;7;4;Missions;Reward;;;;;;;;;;;;;;;;;;3;3;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:28:01;0:28:01;7;4;Missions;Start;;;;;;;;;;;;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:28:02;0:28:02;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:28:04;0:28:04;7;4;Craft;Finish;;;;;;;;;;;Minor Mana Potion;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:28:06;0:28:06;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:28:10;0:28:10;7;4;Campaign;Map;;;;;;;;;;;;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:28:35;0:28:35;7;4;Campaign;Start Battle;;;;;;;;;;;;;;7-5;7;5;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:30:39;0:30:39;7;4;Campaign;Finish Battle;;;;;;;;;;;;;;7-5;7;5;Defeat;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:30:47;0:30:47;7;4;Campaign;Pop-up;Советы по усилению отряда;;;;;;;;;;;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:30:49;0:30:49;7;4;Campaign;Map;;;;;;;;;;;;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:30:52;0:30:52;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:30:53;0:30:53;7;4;Craft;Finish;;;;;;;;;;;Minor Healing Potion;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:30:55;0:30:55;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:31:01;0:31:01;7;4;Craft;Finish;;;;;;;;;;;Minor Mana Potion;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:31:03;0:31:03;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:31:07;0:31:07;7;4;Watchtower;Start;Пролистала врагов и вышла;;;;;;;;;;;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:31:14;0:31:14;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:31:18;0:31:18;7;4;Raid;Start;;;;;;;;;;;;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:31:19;0:31:19;7;4;Raid;Enemy Search;;;;;;;;;;;;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:31:29;0:31:29;7;4;Raid;Start Battle;;;;;;;;;;1121;;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:32:59;0:32:59;7;4;Raid;Finish Battle;;;;;;;;;;1121;;;;;;;Victory;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:33:05;0:33:05;7;4;Raid;Start;;;;;;;;;;;;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:33:07;0:33:07;7;4;Raid;Enemy Search;;;;;;;;;;;;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:33:17;0:33:17;7;4;Raid;Reroll;х29. Искала более слабого противника;Food;;;;;;;;;;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:34:23;0:34:23;7;4;Raid;Start;Вышла из меню с реролами;;;;;;;;;;;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:34:24;0:34:24;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;110
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:34:28;0:34:28;7;4;Building;Speed Up;;;;;;;;;;;Training Camp;;;;;;;-4;0;-4;106
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:34:29;0:34:29;7;4;Building;Finish;;;;;;;;;;;Training Camp;4;;;;;;;0;0;106
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:34:30;0:34:30;7;4;Train;Start;не хватило еды для старта исследования;blank;;;;;;;;;;;;;;;;;0;0;106
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:34:41;0:34:41;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;106
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:34:43;0:34:43;7;4;Shop;Start;;;;;;;;;;;;;;;;;;;0;0;106
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:34:55;0:34:55;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;106
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:34:56;0:34:56;7;4;Train;Start;не хватило еды для старта исследования;Food;;;;;;;;;;;;;;;;;0;0;106
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:34:59;0:34:59;7;4;Train;Pop-up;не хватает ресурсов;blank;;;;;;;;;;;;;;;;;0;0;106
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:35:01;0:35:01;7;4;Buy;Food;;;;;;;;1;;;;;;;;;;-31;0;-31;75
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:35:04;0:35:04;7;4;Train;Research Start;;;;;Food;;;;;;Low Cost;;;;;;;;0;0;75
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:35:06;0:35:06;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;75
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:35:07;0:35:07;7;4;Missions;Start;;;;;;;;;;;;;;;;;;;0;0;75
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:35:08;0:35:08;7;4;Missions;Reward;;;;;;;;;;;;;;;;;;3;3;0;78
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:35:10;0:35:10;7;4;Missions;Start;;;;;;;;;;;;;;;;;;;0;0;78
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:35:11;0:35:11;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;78
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:35:12;0:35:12;7;4;Craft;Finish;;;;;;;;;;;Minor Healing Potion;;;;;;;;0;0;78
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:35:14;0:35:14;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;78
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:35:15;0:35:15;7;4;Craft;Finish;;;;;;;;;;;Minor Mana Potion;;;;;;;;0;0;78
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:35:17;0:35:17;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;78
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:35:17;0:35:17;7;4;Gathering;Iron;;;;;;;;;;;;;;;;;;;0;0;78
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:35:18;0:35:18;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;78
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:35:27;0:35:27;7;4;Watchtower;Start;пролистывала список и смотрела состав отряда игроков, которым проиграла;;;;;;;;;;;;;;;;;;0;0;78
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:36:37;0:36:37;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;78
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:36:41;0:36:41;7;4;Craft;Finish;;;;;;;;;;;Minor Healing Potion;;;;;;;;0;0;78
16.10.2020;3;6;6,0;https://youtu.be/_lATyEoTUqA?list=PLTjhk5BwsiVV8SrR-dPCDjCfaMnt-5HZH;0:43:41;0:36:42;0:36:42;7;4;Base;Start;;;;;;;;;;;;;;;;;;;0;0;78
