Date;Day;Session;Video #;Videolink;Videolength;Timestamp;Timelink;Player Level;Stronghold Level;Tag;Action;Info;Shortage1;Shortage2;Ended1;Ended2;Limits;New Experience;Offer Time;Team Power;Name;Level;Rarity;Stage;Result;Gems;Gems+;Gems-;Gems Balance
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:00:00;0:00:00;1;1;Idle;Start;Loading;;;;;;;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:00:12;0:00:12;1;1;Player;Pop-Up;Accept the Terms of Service;;;;;;1;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:00:15;0:00:15;1;1;Campaign;Dialog Start;начало игры, начало истории;;;;;;1;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:00:25;0:00:25;1;1;Campaign;Start Battle;;;;;;;1;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:00:26;0:00:26;1;1;Tutorial;Advice about moves;;;;;;;1;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:00:30;0:00:30;1;1;Tutorial;Advice about moves;;;;;;;;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:00:36;0:00:36;1;1;Tutorial;Advice for use hero skill;;;;;;;1;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:00:45;0:00:45;1;1;Campaign;Finish Battle;;;;;;;1;;;;;;;Victory;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:00:47;0:00:47;1;1;Campaign;Dialog Start;;;;;;;;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:00:53;0:00:53;1;1;Campaign;Start Battle;;;;;;;;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:00:55;0:00:55;1;1;Tutorial;Advice about moves;;;;;;;;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:00:59;0:00:59;1;1;Tutorial;Advice about moves;;;;;;;;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:01:06;0:01:06;1;1;Tutorial;Advice about moves;;;;;;;;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:01:10;0:01:10;1;1;Tutorial;Advice about moves;;;;;;;;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:01:18;0:01:18;1;1;Campaign;Finish Battle;;;;;;;1;;;;;;;Defeat;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:01:19;0:01:19;1;1;Campaign;Dialog Start;;;;;;;;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:01:38;0:01:38;1;1;Campaign;Start Battle;;;;;;;;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:01:40;0:01:40;1;1;Tutorial;Advice about moves;match 4 for Dragon Shield;;;;;;;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:01:45;0:01:45;1;1;Tutorial;Dragon Shield;use;;;;;;1;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:01:49;0:01:49;1;1;Tutorial;Pop-Up;defeat bandit;;;;;;;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:01:50;0:01:50;1;1;Tutorial;Advice about moves;;;;;;;;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:01:58;0:01:58;1;1;Tutorial;Advice about moves;match 5 for Power Shard;;;;;;1;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:02;0:02:02;1;1;Tutorial;Power Shard;use;;;;;;1;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:09;0:02:09;1;1;Campaign;Finish Battle;;;;;;;;;;;;;;Victory;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:10;0:02:10;1;1;Campaign;Dialog Start;;;;;;;;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:15;0:02:15;1;1;Player;Enter Name;И выбрать аватар;;;;;;1;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:22;0:02:22;1;1;Campaign;Dialog Start;;;;;;;;;;;;;;;;0;0;0
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:40;0:02:40;1;1;Base;Start;;;;;;;1;;;;;;;;100;100;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:41;0:02:41;1;1;Tutorial;Building;стрелка указывает на действие;;;;;;1;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:42;0:02:42;1;1;Tutorial;Mine;стрелка указывает на действие;;;;;;1;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:44;0:02:44;1;1;Building;Start;;;;;;;1;;;Mine;0;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:45;0:02:45;1;1;Tutorial;Instant building;стрелка указывает на действие;;;;;;1;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:45;0:02:45;1;1;Building;Speed Up;Free;;;;;;1;;;Mine;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:46;0:02:46;1;1;Building;Finish;;;;;;;1;;;Mine;1;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:47;0:02:47;1;1;Tutorial;Pop-Up;Skipping costs Gems, but in begin free;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:49;0:02:49;1;1;Tutorial;Building;стрелка указывает на действие;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:50;0:02:50;1;1;Tutorial;Iron Storage;стрелка указывает на действие;;;;;;1;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:50;0:02:50;1;1;Building;Start ;;;;;;;;;;Iron Storage;0;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:51;0:02:51;1;1;Tutorial;Instant building;стрелка указывает на действие;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:52;0:02:52;1;1;Building;Speed Up;Free;;;;;;;;;Iron Storage;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:53;0:02:53;1;1;Building;Finish;;;;;;;;;;Iron Storage;1;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:54;0:02:54;1;1;Tutorial;Collecting of iron;стрелка указывает на действие;;;;;;1;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:55;0:02:55;1;1;Gathering;Iron;;;;;;;1;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:56;0:02:56;1;1;Tutorial;Building;стрелка указывает на действие;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:57;0:02:57;1;1;Tutorial;House;стрелка указывает на действие;;;;;;1;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:58;0:02:58;1;1;Building;Start;;;;;;;;;;House;0;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:02:59;0:02:59;1;1;Tutorial;Instant building;стрелка указывает на действие;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:03:00;0:03:00;1;1;Building;Speed Up;Free;;;;;;;;;House;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:03:01;0:03:01;1;1;Building;Finish;;;;;;;;;;House;1;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:03:02;0:03:02;1;1;Tutorial;Pop-Up;House gives more room for Recruits;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:03:02;0:03:02;1;1;Campaign;Dialog Start;;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:03:08;0:03:08;1;1;Tutorial;Summon Gate;стрелка указывает на действие;;;;;;1;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:03:10;0:03:10;1;1;Summon;Start;;;;;;;1;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:03:11;0:03:11;1;1;Tutorial;Free Daily Summon;стрелка указывает на действие;;;;;;1;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:03:16;0:03:16;1;1;Summon;New Hero;;;;;;;1;;;Layla;1;2;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:03:19;0:03:19;1;1;Campaign;Dialog Start;;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:03:26;0:03:26;1;1;Campaign;Start Battle;;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:03:28;0:03:28;1;1;Tutorial;Enemy Attack;;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:04:18;0:04:18;1;1;Campaign;Finish Battle;;;;;;;;;;;;;;Victory;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:04:19;0:04:19;1;1;Campaign;Dialog Start;;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:04:27;0:04:27;1;1;Tutorial;Summon Gate;стрелка указывает на действие;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:04:28;0:04:28;1;1;Summon;Start;;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:04:30;0:04:30;1;1;Tutorial;Epic Hero Summon;стрелка указывает на действие;;;;;;1;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:04:35;0:04:35;1;1;Summon;New Hero;;;;;;;1;;;Bane;1;3;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:04:38;0:04:38;1;1;Tutorial;Missions;стрелка указывает на действие;;;;;;1;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:04:40;0:04:40;1;1;Missions;Start;предлагает отследить прогресс выполнения и перенестись на нужную локацию;;;;;;1;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:04:41;0:04:41;1;1;Campaign;Map;;;;;;;1;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:04:42;0:04:42;1;1;Tutorial;Start Campaign;стрелка указывает на действие;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:04:43;0:04:43;1;1;Campaign;Dialog Start;;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:04:48;0:04:48;1;1;Campaign;Start Battle;;;;;;;;;;;;;1-1;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:04:49;0:04:49;1;1;Tutorial;Elements;;;;;;;1;;;;;;1-1;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:04:53;0:04:53;1;1;Tutorial;Advice about moves;weak attack;;;;;;;;;;;;1-1;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:04:56;0:04:56;1;1;Tutorial;Advice about moves;Strong attack;;;;;;;;;;;;1-1;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:05:00;0:05:00;1;1;Tutorial;Pop-Up;Find info in the top left corner of the screen;;;;;;;;;;;;1-1;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:05:19;0:05:19;1;1;Tutorial;Hero Special Skill;;;;;;;;;;;;;1-1;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:05:40;0:05:40;1;1;Campaign;Finish Battle;;;;;;;;;;;;;1-1;Victory;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:05:41;0:05:41;1;1;Campaign;Dialog Start;;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:05:44;0:05:44;1;1;Base;Start;;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:05:45;0:05:45;1;1;Tutorial;Building;стрелка указывает на действие;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:05:45;0:05:45;1;1;Tutorial;Stronghold;стрелка указывает на действие;;;;;;1;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:05:48;0:05:48;1;1;Building;Start;;;;;;;;;;Stronghold;1;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:05:49;0:05:49;1;1;Tutorial;Instant building;стрелка указывает на действие;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:05:49;0:05:49;1;1;Building;Speed Up;Free;;;;;;;;;Stronghold;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:05:50;0:05:50;1;2;Building;Finish;;;;;;;;;;Stronghold;2;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:05:51;0:05:51;1;2;Base;Start;;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:05:52;0:05:52;1;2;Tutorial;Pop-Up;Plenty of room for new buildings;;;;;;1;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:05:54;0:05:54;1;2;Tutorial;Map;стрелка указывает на действие;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:05:55;0:05:55;1;2;Campaign;Map;;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:05:56;0:05:56;1;2;Tutorial;Start Campaign;стрелка указывает на действие;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:05:57;0:05:57;1;2;Campaign;Dialog Start;;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:06:00;0:06:00;1;2;Campaign;Start Battle;;;;;;;;;;;;;1-2;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:07:36;0:07:36;1;2;Campaign;Finish Battle;впервые показали меню после боя;;;;;;1;;;;;;1-2;Victory;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:07:38;0:07:38;1;2;Tutorial;Push Next;стрелка указывает на действие;;;;;;1;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:07:40;0:07:40;1;2;Campaign;Dialog Start;;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:07:43;0:07:43;1;2;Base;Start;;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:07:44;0:07:44;1;2;Tutorial;Building;стрелка указывает на действие;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:07:45;0:07:45;1;2;Tutorial;Training Camp;стрелка указывает на действие;;;;;;1;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:07:46;0:07:46;1;2;Building;Start;;;;;;;1;;;Training Camp;0;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:07:46;0:07:46;1;2;Building;Finish;само ускорило строительство;;;;;;;;;Training Camp;1;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:07:47;0:07:47;1;2;Tutorial;Train;стрелка указывает на действие;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:07:48;0:07:48;1;2;Train;Start;стрелка указывает на действие;;;;;;1;;;Common;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:07:51;0:07:51;1;2;Tutorial;Speed Up;стрелка указывает на действие;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:07:52;0:07:52;1;2;Train;Speed Up;;;;;;;;;;Common;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:07:52;0:07:52;1;2;Train;Finish;;;;;;;;;;Common;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:07:52;0:07:52;1;2;Train;New Hero;;;;;;;1;;;Sharan;1;1;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:07:53;0:07:53;1;2;Tutorial;Heroes;Each has Special Skill;;;;;;1;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:07:55;0:07:55;1;2;Campaign;Dialog Start;;;;;;;;;;;;;;;;0;0;100
27.10.2020;1;1;1,1;https://youtu.be/orua1CzWdZU?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:32:35;0:08:00;0:08:00;1;2;Campaign;Map;;;;;;;;;;;;;;;;0;0;100
