Date;Day;Session;Video #;Videolink;Videolength;Timestamp;Timelink;Player Level;Stronghold Level;Tag;Action;Info;Shortage1;Shortage2;Ended1;Ended2;Limits;New Experience;Offer Time;Team Power;Name;Level;Rarity;Stage;Result;Gems;Gems+;Gems-;Gems Balance
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:01:56;0:01:56;9;5;Base;Start;;;;;;;;;;;;;;;;0;0;5004
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:02:02;0:02:02;9;5;Building;Start;не хватает металла;Iron;;;;;;;;;;;;;;0;0;5004
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:02:05;0:02:05;9;5;Base;Start;;;;;;;;;;;;;;;;0;0;5004
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:02:15;0:02:15;9;5;Building;Speed Up;;;;;;;;;;Forge;;;;;-4;0;-4;5000
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:02:15;0:02:15;9;5;Building;Finish;;;;;;;;;;Forge;4;;;;;0;0;5000
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:02:15;0:02:15;9;5;Base;Start;;;;;;;;;;;;;;;;0;0;5000
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:02:18;0:02:18;9;5;Craft;Start;не хватило еды на новое исследование;Food;;;;;;;;Minor Healing Potion;;;;;;0;0;5000
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:02:35;0:02:35;9;5;Base;Start;;;;;;;;;;;;;;;;0;0;5000
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:02:40;0:02:40;9;5;Shop;Start;;;;;;;;;;;;;;;;0;0;5000
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:02:47;0:02:47;9;5;Buy res i;Iron;50%;;;;;;;;;;;;;;-35;0;-35;4965
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:02:52;0:02:52;9;5;Base;Start;;;;;;;;;;;;;;;;0;0;4965
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:02:54;0:02:54;9;5;Building;Start;не хватает металла;Iron;;;;;;;;;;;;;;0;0;4965
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:02:58;0:02:58;9;5;Buy res i;Iron;;;;;;blank;;;;;;;;;-4;0;-4;4961
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:02:59;0:02:59;9;5;Building;Start;;;;Iron;;;;;;Stronghold;5;;;;;0;0;4961
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:03:00;0:03:00;9;5;Base;Start;0 iron;;;;;;;;;;;;;;;0;0;4961
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:03:11;0:03:11;9;5;Mystic Vision;Start;;;;;;;;;;;;;;;;0;0;4961
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:03:47;0:03:47;9;5;Mystic Vision;Finish;предмет для битвы 2*;;;;;;;;;;;;;;1;1;0;4962
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:03:49;0:03:49;9;5;Base;Start;;;;;;;;;;;;;;;;0;0;4962
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:03:53;0:03:53;9;5;Campaign;Map;;;;;;;;;;;;;;;;0;0;4962
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:03:58;0:03:58;9;5;Campaign;Start;не хватате 1 энергии на бой, забыла что бой стоит 4 энергии теперь;Energy;;;;;;;;;;;;;;0;0;4962
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:04:00;0:04:00;9;5;Campaign;Pop-Up;Save changes?;;;;;;;;;;;;;;;0;0;4962
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:04:04;0:04:04;9;5;Campaign;Map;;;;;;;;;;;;;;;;0;0;4962
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:04:08;0:04:08;9;5;Base;Start;;;;;;;;;;;;;;;;0;0;4962
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:04:09;0:04:09;9;5;Shop;Start;правила записи;;;;;;;;;;;;;;;0;0;4962
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:04:19;0:04:19;9;5;Base;Start;;;;;;;;;;;;;;;;0;0;4962
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:04:22;0:04:22;9;5;Offers;Halloween Offers Day 3 $1.99;правила записи;;;;;;;14h 9m;;;;;;;;0;0;4962
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:04:23;0:04:23;9;5;Base;Start;;;;;;;;;;;;;;;;0;0;4962
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:04:26;0:04:26;9;5;Raid;Ranking Top 100 Start;;;;;;;;;;;;;;;;0;0;4962
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:05:18;0:05:18;9;5;Base;Start;;;;;;;;;;;;;;;;0;0;4962
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:05:22;0:05:22;9;5;Craft;Finish;не все изготовились;;;;;;;;;Minor Healing Potion;;;;;;0;0;4962
28.10.2020;2;7;7,2;https://youtu.be/Od3CSaoDQkM?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:05:34;0:05:23;0:05:23;9;5;Base;Start;;;;;;;;;;;;;;;;0;0;4962
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:00:00;0:00:00;9;5;Idle;Start;Loading;;;;;;;;;;;;;;;0;0;4962
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:00:16;0:00:16;9;5;Base;Start;;;;;;;;;;;;;;;;0;0;4962
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:00:17;0:00:17;9;5;Building;Finish;;;;;;;;;;Training Camp;5;;;;;0;0;4962
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:00:17;0:00:17;9;6;Building;Finish;;;;;;;;;;Stronghold;6;;;;;0;0;4962
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:00:20;0:00:20;9;6;Gathering;Iron;;;;;;;;;;;;;;;;0;0;4962
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:00:22;0:00:22;9;6;Raid;Enemy Raid;месть;;;;;;;;1817;;;;;Defeat;;0;0;4962
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:00:22;0:00:22;9;6;Raid;Enemy Raid;;;;;;;;;1817;;;;;Defeat;;0;0;4962
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:00:22;0:00:22;9;6;Raid;Enemy Raid;;;;;;;;;1817;;;;;Defeat;;0;0;4962
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:00:22;0:00:22;9;6;Raid;Enemy Raid;сильно понизили рейтинг;;;;;;;;1817;;;;;Defeat;;0;0;4962
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:00:44;0:00:44;9;6;Base;Start;;;;;;;;;;;;;;;;0;0;4962
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:00:44;0:00:44;9;6;Alliance;Titan Hunt Results;Defeated. Loot Tier - VI;;;;;;;;;;;;;;3;3;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:00:53;0:00:53;9;6;Base;Start;;;;;;;;;;;;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:00:54;0:00:54;9;6;Offers;Halloween Offers Day 4 $29.99;Pop-Up при входе в игру, много в оффере предметов;;;;;;;22h 32m;;;;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:13;0:01:13;9;6;Summon;Pop-Up;напоминание об элементальном призыве;;;;;;;;;;;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:15;0:01:15;9;6;Base;Start;;;;;;;;;;;;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:17;0:01:17;9;6;Gathering;Food;;;;;;;;;;;;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:21;0:01:21;9;6;Gathering;Iron;;;;;;;;;;;;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:22;0:01:22;9;6;Train;Finish;все закончили обучение;;;;;;;;;Uncommon;;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:23;0:01:23;9;6;Train;New Hero;;;;;;;;;;Tudan;1;1;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:24;0:01:24;9;6;Train;New Hero;;;;;;;;;;Farid;1;2;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:24;0:01:24;9;6;Train;New Hero;показало только в меню героев что дало двух;;;;;;;;;Farid;1;2;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:25;0:01:25;9;6;Train;New Hero;;;;;;;;;;Fletcher;1;1;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:26;0:01:26;9;6;Train;New Hero;;;;;;;;;;Hikaru;1;1;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:26;0:01:26;9;6;Train;New Hero;;;;;;;;;;Silthus;1;2;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:27;0:01:27;9;6;Train;New Hero;;;;;;;;;;Kenjiro;1;1;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:27;0:01:27;9;6;Train;New Hero;показало только в меню героев что дало двух;;;;;;;;;Kenjiro;1;1;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:28;0:01:28;9;6;Train;New Hero;;;;;;;;;;Brand;1;1;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:29;0:01:29;9;6;Base;Start;;;;;;;;;;;;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:30;0:01:30;9;6;Gathering;Food;;;;;;;;;;;;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:32;0:01:32;9;6;Base;Start;;;;;;;;;;;;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:38;0:01:38;9;6;Craft;Finish;изготовилось все;;;;;;;;;Minor Healing Potion;;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:40;0:01:40;9;6;Base;Start;;;;;;;;;;;;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:44;0:01:44;9;6;Building;Start;не хватает металла;Iron;;;;;;;;;;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:45;0:01:45;9;6;Base;Start;;;;;;;;;;;;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:50;0:01:50;9;6;Building;Start;не хватает металла;Iron;;;;;;;;;;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:52;0:01:52;9;6;Base;Start;;;;;;;;;;;;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:55;0:01:55;9;6;Building;Start;;;;;;;;;;Mine;5;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:56;0:01:56;9;6;Gathering;Iron;;;;;;;;;;;;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:01:56;0:01:56;9;6;Base;Start;;;;;;;;;;;;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:02:00;0:02:00;9;6;Building;Start;;;;;;;;;;Mine;5;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:02:01;0:02:01;9;6;Gathering;Iron;;;;;;;;;;;;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:02:01;0:02:01;9;6;Base;Start;;;;;;;;;;;;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:02:06;0:02:06;9;6;Missions;Start;;;;;;;;;;;;;;;;0;0;4965
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:02:08;0:02:08;9;6;Missions;Reward;;;;;;;;;;;;;;;5;5;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:02:10;0:02:10;9;6;Missions;Start;;;;;;;;;;;;;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:02:14;0:02:14;9;6;Base;Start;;;;;;;;;;;;;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:02:18;0:02:18;9;6;Hero;Start;открыла для сводки данных;;;;;;;;;;;;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:02:23;0:02:23;9;6;Base;Start;;;;;;;;;;;;;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:02:29;0:02:29;9;6;Shop;Start;правила записи;;;;;;;;;;;;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:02:46;0:02:46;9;6;Base;Start;;;;;;;;;;;;;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:02:49;0:02:49;9;6;Raid;Ranking Top 100 Start;правила записи;;;;;;;;;;;;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:03:35;0:03:35;9;6;Base;Start;;;;;;;;;;;;;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:03:40;0:03:40;9;6;Alliance;Start;;;;;;;;;;;;;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:03:42;0:03:42;9;6;Player;Chat Start;чат альянса;;;;;;;;;;;;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:04:06;0:04:06;9;6;Base;Start;;;;;;;;;;;;;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:04:20;0:04:20;9;6;Summon;Start;смотрела какие есть призывы;;;;;;;;;;;;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:04:25;0:04:25;9;6;Base;Start;;;;;;;;;;;;;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:04:30;0:04:30;9;6;Campaign;Map;;;;;;;;;;;;;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:04:38;0:04:38;9;6;Campaign;Start Battle;;;;;;;;;;;;;10-6;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:07:53;0:07:53;9;6;Campaign;Finish Battle;;;;;;;;;;;;;10-6;Victory;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:07:57;0:07:57;9;6;Campaign;New Hero;;;;;;;;;;Aife;1;1;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:08:01;0:08:01;9;6;Campaign;Map;;;;;;;;;;;;;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:08:07;0:08:07;9;6;Campaign;Start Battle;;;;;;;;;;;;;10-7;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:10:14;0:10:14;9;6;Campaign;Finish Battle;;;;;;;;;;;;;10-7;Victory;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:10:20;0:10:20;9;6;Campaign;New Hero;;;;;;;;;;Julius;1;2;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:10:22;0:10:22;9;6;Campaign;Map;;;;;;;;;;;;;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:10:30;0:10:30;9;6;Campaign;Start Battle;;;;;;;;;;;;;10-8;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:13:14;0:13:14;9;6;Campaign;Finish Battle;;;;;;;;;;;;;10-8;Victory;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:13:20;0:13:20;9;6;Campaign;Map;;;;;;;;;;;;;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:13:23;0:13:23;9;6;Campaign;Start Battle;;;;;;;;;;;;;10-9;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:16:38;0:16:38;9;6;Campaign;Finish Battle;;;;;;;;;;;;;10-9;Victory;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:16:42;0:16:42;9;6;Campaign;New Hero;;;;;;;;;;Hou;1;2;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:16:48;0:16:48;9;6;Campaign;Map;;;;;;;;;;;;;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:16:50;0:16:50;9;6;Campaign;Start;Campaign Outpost;;;;;;;;;;;;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:16:54;0:16:54;9;6;Raid;Start Battle;Campaign Outpost;;;;;;;;1817;;;;10-10;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:18:22;0:18:22;9;6;Raid;Finish Battle;;;;;;;;;1817;;;;10-10;Victory;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:18:26;0:18:26;9;6;Campaign;Dialog Start;;;;;;;;;;;;;;;;0;0;4970
29.10.2020;3;8;8,0;https://youtu.be/BAwgG0sxLCI?list=PLTjhk5BwsiVUqtG2USsIOJHGiONtxAbD_;0:39:33;0:18:40;0:18:40;9;6;Campaign;Map;провинция пройдена;;;;;;;;;;;;;;;0;0;4970
